target,message,length,sentence,words,words_cleaned,stemmed_words,lemmatized_words
ham,jus ans me lar u ll noe later ,8,['jus ans me lar u ll noe later'],"[['jus', 'ans', 'me', 'lar', 'u', 'll', 'noe', 'later']]","['jus', 'ans', 'me', 'lar', 'u', 'll', 'noe', 'later']","['ju', 'an', 'me', 'lar', 'u', 'll', 'noe', 'later']","['jus', 'an', 'me', 'lar', 'u', 'll', 'noe', 'later']"
ham,i want to send something that can sell fast lt gt k is not easy money ,16,['i want to send something that can sell fast lt gt k is not easy money'],"[['i', 'want', 'to', 'send', 'something', 'that', 'can', 'sell', 'fast', 'lt', 'gt', 'k', 'is', 'not', 'easy', 'money']]","['i', 'want', 'to', 'send', 'something', 'that', 'can', 'sell', 'fast', 'lt', 'gt', 'k', 'is', 'not', 'easy', 'money']","['i', 'want', 'to', 'send', 'someth', 'that', 'can', 'sell', 'fast', 'lt', 'gt', 'k', 'is', 'not', 'easi', 'money']","['i', 'want', 'to', 'send', 'something', 'that', 'can', 'sell', 'fast', 'lt', 'gt', 'k', 'is', 'not', 'easy', 'money']"
ham,have got few things to do may be in pub later ,11,['have got few things to do may be in pub later'],"[['have', 'got', 'few', 'things', 'to', 'do', 'may', 'be', 'in', 'pub', 'later']]","['have', 'got', 'few', 'things', 'to', 'do', 'may', 'be', 'in', 'pub', 'later']","['have', 'got', 'few', 'thing', 'to', 'do', 'may', 'be', 'in', 'pub', 'later']","['have', 'got', 'few', 'thing', 'to', 'do', 'may', 'be', 'in', 'pub', 'later']"
ham,1 s finish meeting call me ,6,['1 s finish meeting call me'],"[['1', 's', 'finish', 'meeting', 'call', 'me']]","['1', 's', 'finish', 'meeting', 'call', 'me']","['1', 's', 'finish', 'meet', 'call', 'me']","['1', 's', 'finish', 'meeting', 'call', 'me']"
ham,lol ok i ll snatch her purse too ,8,['lol ok i ll snatch her purse too'],"[['lol', 'ok', 'i', 'll', 'snatch', 'her', 'purse', 'too']]","['lol', 'ok', 'i', 'll', 'snatch', 'her', 'purse', 'too']","['lol', 'ok', 'i', 'll', 'snatch', 'her', 'purs', 'too']","['lol', 'ok', 'i', 'll', 'snatch', 'her', 'purse', 'too']"
ham, hello drivby 0quit edrunk sorry iff pthis makes no senrd dnot no how dancce 2 drum n basq ihave fun 2nhite x ros xxxxxxx ,25,[' hello drivby 0quit edrunk sorry iff pthis makes no senrd dnot no how dancce 2 drum n basq ihave fun 2nhite x ros xxxxxxx'],"[['hello', 'drivby', '0quit', 'edrunk', 'sorry', 'iff', 'pthis', 'makes', 'no', 'senrd', 'dnot', 'no', 'how', 'dancce', '2', 'drum', 'n', 'basq', 'ihave', 'fun', '2nhite', 'x', 'ros', 'xxxxxxx']]","['hello', 'drivby', '0quit', 'edrunk', 'sorry', 'iff', 'pthis', 'makes', 'no', 'senrd', 'dnot', 'no', 'how', 'dancce', '2', 'drum', 'n', 'basq', 'ihave', 'fun', '2nhite', 'x', 'ros', 'xxxxxxx']","['hello', 'drivbi', '0quit', 'edrunk', 'sorri', 'iff', 'pthi', 'make', 'no', 'senrd', 'dnot', 'no', 'how', 'dancc', '2', 'drum', 'n', 'basq', 'ihav', 'fun', '2nhite', 'x', 'ro', 'xxxxxxx']","['hello', 'drivby', '0quit', 'edrunk', 'sorry', 'iff', 'pthis', 'make', 'no', 'senrd', 'dnot', 'no', 'how', 'dancce', '2', 'drum', 'n', 'basq', 'ihave', 'fun', '2nhite', 'x', 'ro', 'xxxxxxx']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,how much are we getting ,5,['how much are we getting'],"[['how', 'much', 'are', 'we', 'getting']]","['how', 'much', 'are', 'we', 'getting']","['how', 'much', 'are', 'we', 'get']","['how', 'much', 'are', 'we', 'getting']"
ham,is ur paper in e morn or aft tmr ,9,['is ur paper in e morn or aft tmr'],"[['is', 'ur', 'paper', 'in', 'e', 'morn', 'or', 'aft', 'tmr']]","['is', 'ur', 'paper', 'in', 'e', 'morn', 'or', 'aft', 'tmr']","['is', 'ur', 'paper', 'in', 'e', 'morn', 'or', 'aft', 'tmr']","['is', 'ur', 'paper', 'in', 'e', 'morn', 'or', 'aft', 'tmr']"
ham,dear relieved of westonzoyland all going to plan this end too ,11,['dear relieved of westonzoyland all going to plan this end too'],"[['dear', 'relieved', 'of', 'westonzoyland', 'all', 'going', 'to', 'plan', 'this', 'end', 'too']]","['dear', 'relieved', 'of', 'westonzoyland', 'all', 'going', 'to', 'plan', 'this', 'end', 'too']","['dear', 'reliev', 'of', 'westonzoyland', 'all', 'go', 'to', 'plan', 'thi', 'end', 'too']","['dear', 'relieved', 'of', 'westonzoyland', 'all', 'going', 'to', 'plan', 'this', 'end', 'too']"
ham,hope you are having a great new semester do wish you the very best you are made for greatness ,19,['hope you are having a great new semester do wish you the very best you are made for greatness'],"[['hope', 'you', 'are', 'having', 'a', 'great', 'new', 'semester', 'do', 'wish', 'you', 'the', 'very', 'best', 'you', 'are', 'made', 'for', 'greatness']]","['hope', 'you', 'are', 'having', 'a', 'great', 'new', 'semester', 'do', 'wish', 'you', 'the', 'very', 'best', 'you', 'are', 'made', 'for', 'greatness']","['hope', 'you', 'are', 'have', 'a', 'great', 'new', 'semest', 'do', 'wish', 'you', 'the', 'veri', 'best', 'you', 'are', 'made', 'for', 'great']","['hope', 'you', 'are', 'having', 'a', 'great', 'new', 'semester', 'do', 'wish', 'you', 'the', 'very', 'best', 'you', 'are', 'made', 'for', 'greatness']"
ham,oh yes i can speak txt 2 u no hmm did u get email ,14,['oh yes i can speak txt 2 u no hmm did u get email'],"[['oh', 'yes', 'i', 'can', 'speak', 'txt', '2', 'u', 'no', 'hmm', 'did', 'u', 'get', 'email']]","['oh', 'yes', 'i', 'can', 'speak', 'txt', '2', 'u', 'no', 'hmm', 'did', 'u', 'get', 'email']","['oh', 'ye', 'i', 'can', 'speak', 'txt', '2', 'u', 'no', 'hmm', 'did', 'u', 'get', 'email']","['oh', 'yes', 'i', 'can', 'speak', 'txt', '2', 'u', 'no', 'hmm', 'did', 'u', 'get', 'email']"
ham,i want to show you the world princess how about europe ,11,['i want to show you the world princess how about europe'],"[['i', 'want', 'to', 'show', 'you', 'the', 'world', 'princess', 'how', 'about', 'europe']]","['i', 'want', 'to', 'show', 'you', 'the', 'world', 'princess', 'how', 'about', 'europe']","['i', 'want', 'to', 'show', 'you', 'the', 'world', 'princess', 'how', 'about', 'europ']","['i', 'want', 'to', 'show', 'you', 'the', 'world', 'princess', 'how', 'about', 'europe']"
ham,nobody can decide where to eat and dad wants chinese,9,['nobody can decide where to eat and dad wants chinese'],"[['nobody', 'can', 'decide', 'where', 'to', 'eat', 'and', 'dad', 'wants', 'chinese']]","['nobody', 'can', 'decide', 'where', 'to', 'eat', 'and', 'dad', 'wants', 'chinese']","['nobodi', 'can', 'decid', 'where', 'to', 'eat', 'and', 'dad', 'want', 'chines']","['nobody', 'can', 'decide', 'where', 'to', 'eat', 'and', 'dad', 'want', 'chinese']"
ham,no shoot me i m in the docs waiting room ,10,['no shoot me i m in the docs waiting room'],"[['no', 'shoot', 'me', 'i', 'm', 'in', 'the', 'docs', 'waiting', 'room']]","['no', 'shoot', 'me', 'i', 'm', 'in', 'the', 'docs', 'waiting', 'room']","['no', 'shoot', 'me', 'i', 'm', 'in', 'the', 'doc', 'wait', 'room']","['no', 'shoot', 'me', 'i', 'm', 'in', 'the', 'doc', 'waiting', 'room']"
ham,now i m going out 4 dinner soon ,8,['now i m going out 4 dinner soon'],"[['now', 'i', 'm', 'going', 'out', '4', 'dinner', 'soon']]","['now', 'i', 'm', 'going', 'out', '4', 'dinner', 'soon']","['now', 'i', 'm', 'go', 'out', '4', 'dinner', 'soon']","['now', 'i', 'm', 'going', 'out', '4', 'dinner', 'soon']"
ham,hello which the site to download songs its urgent pls,9,['hello which the site to download songs its urgent pls'],"[['hello', 'which', 'the', 'site', 'to', 'download', 'songs', 'its', 'urgent', 'pls']]","['hello', 'which', 'the', 'site', 'to', 'download', 'songs', 'its', 'urgent', 'pls']","['hello', 'which', 'the', 'site', 'to', 'download', 'song', 'it', 'urgent', 'pl']","['hello', 'which', 'the', 'site', 'to', 'download', 'song', 'it', 'urgent', 'pls']"
ham,i do know what u mean is the king of not havin credit i m goin2bed now night night sweet only1more sleep ,22,['i do know what u mean is the king of not havin credit i m goin2bed now night night sweet only1more sleep'],"[['i', 'do', 'know', 'what', 'u', 'mean', 'is', 'the', 'king', 'of', 'not', 'havin', 'credit', 'i', 'm', 'goin2bed', 'now', 'night', 'night', 'sweet', 'only1more', 'sleep']]","['i', 'do', 'know', 'what', 'u', 'mean', 'is', 'the', 'king', 'of', 'not', 'havin', 'credit', 'i', 'm', 'goin2bed', 'now', 'night', 'night', 'sweet', 'only1more', 'sleep']","['i', 'do', 'know', 'what', 'u', 'mean', 'is', 'the', 'king', 'of', 'not', 'havin', 'credit', 'i', 'm', 'goin2b', 'now', 'night', 'night', 'sweet', 'only1mor', 'sleep']","['i', 'do', 'know', 'what', 'u', 'mean', 'is', 'the', 'king', 'of', 'not', 'havin', 'credit', 'i', 'm', 'goin2bed', 'now', 'night', 'night', 'sweet', 'only1more', 'sleep']"
ham,horrible gal me in sch doing some stuff how come u got mc ,13,['horrible gal me in sch doing some stuff how come u got mc'],"[['horrible', 'gal', 'me', 'in', 'sch', 'doing', 'some', 'stuff', 'how', 'come', 'u', 'got', 'mc']]","['horrible', 'gal', 'me', 'in', 'sch', 'doing', 'some', 'stuff', 'how', 'come', 'u', 'got', 'mc']","['horribl', 'gal', 'me', 'in', 'sch', 'do', 'some', 'stuff', 'how', 'come', 'u', 'got', 'mc']","['horrible', 'gal', 'me', 'in', 'sch', 'doing', 'some', 'stuff', 'how', 'come', 'u', 'got', 'mc']"
ham,hi hun im not comin 2nite tell every1 im sorry 4 me hope u ava goodtime oli rang melnite ifink it mite b sorted but il explain everythin on mon l8rs x,31,['hi hun im not comin 2nite tell every1 im sorry 4 me hope u ava goodtime oli rang melnite ifink it mite b sorted but il explain everythin on mon l8rs x'],"[['hi', 'hun', 'im', 'not', 'comin', '2nite', 'tell', 'every1', 'im', 'sorry', '4', 'me', 'hope', 'u', 'ava', 'goodtime', 'oli', 'rang', 'melnite', 'ifink', 'it', 'mite', 'b', 'sorted', 'but', 'il', 'explain', 'everythin', 'on', 'mon', 'l8rs', 'x']]","['hi', 'hun', 'im', 'not', 'comin', '2nite', 'tell', 'every1', 'im', 'sorry', '4', 'me', 'hope', 'u', 'ava', 'goodtime', 'oli', 'rang', 'melnite', 'ifink', 'it', 'mite', 'b', 'sorted', 'but', 'il', 'explain', 'everythin', 'on', 'mon', 'l8rs', 'x']","['hi', 'hun', 'im', 'not', 'comin', '2nite', 'tell', 'every1', 'im', 'sorri', '4', 'me', 'hope', 'u', 'ava', 'goodtim', 'oli', 'rang', 'melnit', 'ifink', 'it', 'mite', 'b', 'sort', 'but', 'il', 'explain', 'everythin', 'on', 'mon', 'l8r', 'x']","['hi', 'hun', 'im', 'not', 'comin', '2nite', 'tell', 'every1', 'im', 'sorry', '4', 'me', 'hope', 'u', 'ava', 'goodtime', 'oli', 'rang', 'melnite', 'ifink', 'it', 'mite', 'b', 'sorted', 'but', 'il', 'explain', 'everythin', 'on', 'mon', 'l8rs', 'x']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
spam,please call 08712402779 immediately as there is an urgent message waiting for you,12,['please call 08712402779 immediately as there is an urgent message waiting for you'],"[['please', 'call', '08712402779', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']]","['please', 'call', '08712402779', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']","['pleas', 'call', '08712402779', 'immedi', 'as', 'there', 'is', 'an', 'urgent', 'messag', 'wait', 'for', 'you']","['please', 'call', '08712402779', 'immediately', 'a', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']"
ham,yeah like if it goes like it did with my friends imma flip my shit in like half an hour,19,['yeah like if it goes like it did with my friends imma flip my shit in like half an hour'],"[['yeah', 'like', 'if', 'it', 'goes', 'like', 'it', 'did', 'with', 'my', 'friends', 'imma', 'flip', 'my', 'shit', 'in', 'like', 'half', 'an', 'hour']]","['yeah', 'like', 'if', 'it', 'goes', 'like', 'it', 'did', 'with', 'my', 'friends', 'imma', 'flip', 'my', 'shit', 'in', 'like', 'half', 'an', 'hour']","['yeah', 'like', 'if', 'it', 'goe', 'like', 'it', 'did', 'with', 'my', 'friend', 'imma', 'flip', 'my', 'shit', 'in', 'like', 'half', 'an', 'hour']","['yeah', 'like', 'if', 'it', 'go', 'like', 'it', 'did', 'with', 'my', 'friend', 'imma', 'flip', 'my', 'shit', 'in', 'like', 'half', 'an', 'hour']"
ham,mum say we wan to go then go then she can shun bian watch da glass exhibition ,17,['mum say we wan to go then go then she can shun bian watch da glass exhibition'],"[['mum', 'say', 'we', 'wan', 'to', 'go', 'then', 'go', 'then', 'she', 'can', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibition']]","['mum', 'say', 'we', 'wan', 'to', 'go', 'then', 'go', 'then', 'she', 'can', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibition']","['mum', 'say', 'we', 'wan', 'to', 'go', 'then', 'go', 'then', 'she', 'can', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibit']","['mum', 'say', 'we', 'wan', 'to', 'go', 'then', 'go', 'then', 'she', 'can', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibition']"
ham,what your plan for pongal ,5,['what your plan for pongal'],"[['what', 'your', 'plan', 'for', 'pongal']]","['what', 'your', 'plan', 'for', 'pongal']","['what', 'your', 'plan', 'for', 'pongal']","['what', 'your', 'plan', 'for', 'pongal']"
ham,just wait till end of march when el nino gets himself oh ,12,['just wait till end of march when el nino gets himself oh'],"[['just', 'wait', 'till', 'end', 'of', 'march', 'when', 'el', 'nino', 'gets', 'himself', 'oh']]","['just', 'wait', 'till', 'end', 'of', 'march', 'when', 'el', 'nino', 'gets', 'himself', 'oh']","['just', 'wait', 'till', 'end', 'of', 'march', 'when', 'el', 'nino', 'get', 'himself', 'oh']","['just', 'wait', 'till', 'end', 'of', 'march', 'when', 'el', 'nino', 'get', 'himself', 'oh']"
ham,not yet chikku going to room nw i m in bus ,11,['not yet chikku going to room nw i m in bus'],"[['not', 'yet', 'chikku', 'going', 'to', 'room', 'nw', 'i', 'm', 'in', 'bus']]","['not', 'yet', 'chikku', 'going', 'to', 'room', 'nw', 'i', 'm', 'in', 'bus']","['not', 'yet', 'chikku', 'go', 'to', 'room', 'nw', 'i', 'm', 'in', 'bu']","['not', 'yet', 'chikku', 'going', 'to', 'room', 'nw', 'i', 'm', 'in', 'bus']"
ham,am also doing in cbe only but have to pay ,10,['am also doing in cbe only but have to pay'],"[['am', 'also', 'doing', 'in', 'cbe', 'only', 'but', 'have', 'to', 'pay']]","['am', 'also', 'doing', 'in', 'cbe', 'only', 'but', 'have', 'to', 'pay']","['am', 'also', 'do', 'in', 'cbe', 'onli', 'but', 'have', 'to', 'pay']","['am', 'also', 'doing', 'in', 'cbe', 'only', 'but', 'have', 'to', 'pay']"
ham,honey boo i m missing u ,6,['honey boo i m missing u'],"[['honey', 'boo', 'i', 'm', 'missing', 'u']]","['honey', 'boo', 'i', 'm', 'missing', 'u']","['honey', 'boo', 'i', 'm', 'miss', 'u']","['honey', 'boo', 'i', 'm', 'missing', 'u']"
ham,we have sent jd for customer service cum accounts executive to ur mail id for details contact us,17,['we have sent jd for customer service cum accounts executive to ur mail id for details contact us'],"[['we', 'have', 'sent', 'jd', 'for', 'customer', 'service', 'cum', 'accounts', 'executive', 'to', 'ur', 'mail', 'id', 'for', 'details', 'contact', 'us']]","['we', 'have', 'sent', 'jd', 'for', 'customer', 'service', 'cum', 'accounts', 'executive', 'to', 'ur', 'mail', 'id', 'for', 'details', 'contact', 'us']","['we', 'have', 'sent', 'jd', 'for', 'custom', 'servic', 'cum', 'account', 'execut', 'to', 'ur', 'mail', 'id', 'for', 'detail', 'contact', 'us']","['we', 'have', 'sent', 'jd', 'for', 'customer', 'service', 'cum', 'account', 'executive', 'to', 'ur', 'mail', 'id', 'for', 'detail', 'contact', 'u']"
ham,yo i m at my parents gettin cash good news we picked up a downstem,14,['yo i m at my parents gettin cash good news we picked up a downstem'],"[['yo', 'i', 'm', 'at', 'my', 'parents', 'gettin', 'cash', 'good', 'news', 'we', 'picked', 'up', 'a', 'downstem']]","['yo', 'i', 'm', 'at', 'my', 'parents', 'gettin', 'cash', 'good', 'news', 'we', 'picked', 'up', 'a', 'downstem']","['yo', 'i', 'm', 'at', 'my', 'parent', 'gettin', 'cash', 'good', 'news', 'we', 'pick', 'up', 'a', 'downstem']","['yo', 'i', 'm', 'at', 'my', 'parent', 'gettin', 'cash', 'good', 'news', 'we', 'picked', 'up', 'a', 'downstem']"
ham,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy ,36,['thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy'],"[['thank', 'you', 'so', 'much', 'when', 'we', 'skyped', 'wit', 'kz', 'and', 'sura', 'we', 'didnt', 'get', 'the', 'pleasure', 'of', 'your', 'company', 'hope', 'you', 'are', 'good', 'we', 've', 'given', 'you', 'ultimatum', 'oh', 'we', 'are', 'countin', 'down', 'to', 'aburo', 'enjoy']]","['thank', 'you', 'so', 'much', 'when', 'we', 'skyped', 'wit', 'kz', 'and', 'sura', 'we', 'didnt', 'get', 'the', 'pleasure', 'of', 'your', 'company', 'hope', 'you', 'are', 'good', 'we', 've', 'given', 'you', 'ultimatum', 'oh', 'we', 'are', 'countin', 'down', 'to', 'aburo', 'enjoy']","['thank', 'you', 'so', 'much', 'when', 'we', 'skype', 'wit', 'kz', 'and', 'sura', 'we', 'didnt', 'get', 'the', 'pleasur', 'of', 'your', 'compani', 'hope', 'you', 'are', 'good', 'we', 've', 'given', 'you', 'ultimatum', 'oh', 'we', 'are', 'countin', 'down', 'to', 'aburo', 'enjoy']","['thank', 'you', 'so', 'much', 'when', 'we', 'skyped', 'wit', 'kz', 'and', 'sura', 'we', 'didnt', 'get', 'the', 'pleasure', 'of', 'your', 'company', 'hope', 'you', 'are', 'good', 'we', 've', 'given', 'you', 'ultimatum', 'oh', 'we', 'are', 'countin', 'down', 'to', 'aburo', 'enjoy']"
spam,hungry gay guys feeling hungry and up 4 it now call 08718730555 just 10p min to stop texts call 08712460324 10p min ,22,['hungry gay guys feeling hungry and up 4 it now call 08718730555 just 10p min to stop texts call 08712460324 10p min'],"[['hungry', 'gay', 'guys', 'feeling', 'hungry', 'and', 'up', '4', 'it', 'now', 'call', '08718730555', 'just', '10p', 'min', 'to', 'stop', 'texts', 'call', '08712460324', '10p', 'min']]","['hungry', 'gay', 'guys', 'feeling', 'hungry', 'and', 'up', '4', 'it', 'now', 'call', '08718730555', 'just', '10p', 'min', 'to', 'stop', 'texts', 'call', '08712460324', '10p', 'min']","['hungri', 'gay', 'guy', 'feel', 'hungri', 'and', 'up', '4', 'it', 'now', 'call', '08718730555', 'just', '10p', 'min', 'to', 'stop', 'text', 'call', '08712460324', '10p', 'min']","['hungry', 'gay', 'guy', 'feeling', 'hungry', 'and', 'up', '4', 'it', 'now', 'call', '08718730555', 'just', '10p', 'min', 'to', 'stop', 'text', 'call', '08712460324', '10p', 'min']"
ham,ok no wahala just remember that a friend in need ,10,['ok no wahala just remember that a friend in need'],"[['ok', 'no', 'wahala', 'just', 'remember', 'that', 'a', 'friend', 'in', 'need']]","['ok', 'no', 'wahala', 'just', 'remember', 'that', 'a', 'friend', 'in', 'need']","['ok', 'no', 'wahala', 'just', 'rememb', 'that', 'a', 'friend', 'in', 'need']","['ok', 'no', 'wahala', 'just', 'remember', 'that', 'a', 'friend', 'in', 'need']"
ham,i will see in half an hour,6,['i will see in half an hour'],"[['i', 'will', 'see', 'in', 'half', 'an', 'hour']]","['i', 'will', 'see', 'in', 'half', 'an', 'hour']","['i', 'will', 'see', 'in', 'half', 'an', 'hour']","['i', 'will', 'see', 'in', 'half', 'an', 'hour']"
ham,im in inperialmusic listening2the weirdest track ever by leafcutter john sounds like insects being molested someone plumbing remixed by evil men on acid ,23,['im in inperialmusic listening2the weirdest track ever by leafcutter john sounds like insects being molested someone plumbing remixed by evil men on acid'],"[['im', 'in', 'inperialmusic', 'listening2the', 'weirdest', 'track', 'ever', 'by', 'leafcutter', 'john', 'sounds', 'like', 'insects', 'being', 'molested', 'someone', 'plumbing', 'remixed', 'by', 'evil', 'men', 'on', 'acid']]","['im', 'in', 'inperialmusic', 'listening2the', 'weirdest', 'track', 'ever', 'by', 'leafcutter', 'john', 'sounds', 'like', 'insects', 'being', 'molested', 'someone', 'plumbing', 'remixed', 'by', 'evil', 'men', 'on', 'acid']","['im', 'in', 'inperialmus', 'listening2th', 'weirdest', 'track', 'ever', 'by', 'leafcutt', 'john', 'sound', 'like', 'insect', 'be', 'molest', 'someon', 'plumb', 'remix', 'by', 'evil', 'men', 'on', 'acid']","['im', 'in', 'inperialmusic', 'listening2the', 'weirdest', 'track', 'ever', 'by', 'leafcutter', 'john', 'sound', 'like', 'insect', 'being', 'molested', 'someone', 'plumbing', 'remixed', 'by', 'evil', 'men', 'on', 'acid']"
ham, hey sorry i didntgive ya a a bellearlier hunny,9,[' hey sorry i didntgive ya a a bellearlier hunny'],"[['hey', 'sorry', 'i', 'didntgive', 'ya', 'a', 'a', 'bellearlier', 'hunny']]","['hey', 'sorry', 'i', 'didntgive', 'ya', 'a', 'a', 'bellearlier', 'hunny']","['hey', 'sorri', 'i', 'didntgiv', 'ya', 'a', 'a', 'bellearli', 'hunni']","['hey', 'sorry', 'i', 'didntgive', 'ya', 'a', 'a', 'bellearlier', 'hunny']"
ham,seriously tell her those exact words right now ,8,['seriously tell her those exact words right now'],"[['seriously', 'tell', 'her', 'those', 'exact', 'words', 'right', 'now']]","['seriously', 'tell', 'her', 'those', 'exact', 'words', 'right', 'now']","['serious', 'tell', 'her', 'those', 'exact', 'word', 'right', 'now']","['seriously', 'tell', 'her', 'those', 'exact', 'word', 'right', 'now']"
spam,can u get 2 phone now i wanna chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx calls 1 minmoremobsemspobox45po139wa,28,['can u get 2 phone now i wanna chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx calls 1 minmoremobsemspobox45po139wa'],"[['can', 'u', 'get', '2', 'phone', 'now', 'i', 'wan', 'na', 'chat', '2', 'set', 'up', 'meet', 'call', 'me', 'now', 'on', '09096102316', 'u', 'can', 'cum', 'here', '2moro', 'luv', 'jane', 'xx', 'calls', '1', 'minmoremobsemspobox45po139wa']]","['can', 'u', 'get', '2', 'phone', 'now', 'i', 'wan', 'na', 'chat', '2', 'set', 'up', 'meet', 'call', 'me', 'now', 'on', '09096102316', 'u', 'can', 'cum', 'here', '2moro', 'luv', 'jane', 'xx', 'calls', '1', 'minmoremobsemspobox45po139wa']","['can', 'u', 'get', '2', 'phone', 'now', 'i', 'wan', 'na', 'chat', '2', 'set', 'up', 'meet', 'call', 'me', 'now', 'on', '09096102316', 'u', 'can', 'cum', 'here', '2moro', 'luv', 'jane', 'xx', 'call', '1', 'minmoremobsemspobox45po139wa']","['can', 'u', 'get', '2', 'phone', 'now', 'i', 'wan', 'na', 'chat', '2', 'set', 'up', 'meet', 'call', 'me', 'now', 'on', '09096102316', 'u', 'can', 'cum', 'here', '2moro', 'luv', 'jane', 'xx', 'call', '1', 'minmoremobsemspobox45po139wa']"
ham,tee hee off to lecture cheery bye bye ,8,['tee hee off to lecture cheery bye bye'],"[['tee', 'hee', 'off', 'to', 'lecture', 'cheery', 'bye', 'bye']]","['tee', 'hee', 'off', 'to', 'lecture', 'cheery', 'bye', 'bye']","['tee', 'hee', 'off', 'to', 'lectur', 'cheeri', 'bye', 'bye']","['tee', 'hee', 'off', 'to', 'lecture', 'cheery', 'bye', 'bye']"
ham,sorry chikku my cell got some problem thts y i was nt able to reply u or msg u ,19,['sorry chikku my cell got some problem thts y i was nt able to reply u or msg u'],"[['sorry', 'chikku', 'my', 'cell', 'got', 'some', 'problem', 'thts', 'y', 'i', 'was', 'nt', 'able', 'to', 'reply', 'u', 'or', 'msg', 'u']]","['sorry', 'chikku', 'my', 'cell', 'got', 'some', 'problem', 'thts', 'y', 'i', 'was', 'nt', 'able', 'to', 'reply', 'u', 'or', 'msg', 'u']","['sorri', 'chikku', 'my', 'cell', 'got', 'some', 'problem', 'tht', 'y', 'i', 'wa', 'nt', 'abl', 'to', 'repli', 'u', 'or', 'msg', 'u']","['sorry', 'chikku', 'my', 'cell', 'got', 'some', 'problem', 'thts', 'y', 'i', 'wa', 'nt', 'able', 'to', 'reply', 'u', 'or', 'msg', 'u']"
ham,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,25,['if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number'],"[['if', 'you', 'still', 'havent', 'collected', 'the', 'dough', 'pls', 'let', 'me', 'know', 'so', 'i', 'can', 'go', 'to', 'the', 'place', 'i', 'sent', 'it', 'to', 'get', 'the', 'control', 'number']]","['if', 'you', 'still', 'havent', 'collected', 'the', 'dough', 'pls', 'let', 'me', 'know', 'so', 'i', 'can', 'go', 'to', 'the', 'place', 'i', 'sent', 'it', 'to', 'get', 'the', 'control', 'number']","['if', 'you', 'still', 'havent', 'collect', 'the', 'dough', 'pl', 'let', 'me', 'know', 'so', 'i', 'can', 'go', 'to', 'the', 'place', 'i', 'sent', 'it', 'to', 'get', 'the', 'control', 'number']","['if', 'you', 'still', 'havent', 'collected', 'the', 'dough', 'pls', 'let', 'me', 'know', 'so', 'i', 'can', 'go', 'to', 'the', 'place', 'i', 'sent', 'it', 'to', 'get', 'the', 'control', 'number']"
ham,ok ,1,['ok'],[['ok']],['ok'],['ok'],['ok']
spam,network operator the service is free for t c s visit 80488 biz,12,['network operator the service is free for t c s visit 80488 biz'],"[['network', 'operator', 'the', 'service', 'is', 'free', 'for', 't', 'c', 's', 'visit', '80488', 'biz']]","['network', 'operator', 'the', 'service', 'is', 'free', 'for', 't', 'c', 's', 'visit', '80488', 'biz']","['network', 'oper', 'the', 'servic', 'is', 'free', 'for', 't', 'c', 's', 'visit', '80488', 'biz']","['network', 'operator', 'the', 'service', 'is', 'free', 'for', 't', 'c', 's', 'visit', '80488', 'biz']"
ham,let me know how to contact you i ve you settled in a room lets know you are ok ,19,['let me know how to contact you i ve you settled in a room lets know you are ok'],"[['let', 'me', 'know', 'how', 'to', 'contact', 'you', 'i', 've', 'you', 'settled', 'in', 'a', 'room', 'lets', 'know', 'you', 'are', 'ok']]","['let', 'me', 'know', 'how', 'to', 'contact', 'you', 'i', 've', 'you', 'settled', 'in', 'a', 'room', 'lets', 'know', 'you', 'are', 'ok']","['let', 'me', 'know', 'how', 'to', 'contact', 'you', 'i', 've', 'you', 'settl', 'in', 'a', 'room', 'let', 'know', 'you', 'are', 'ok']","['let', 'me', 'know', 'how', 'to', 'contact', 'you', 'i', 've', 'you', 'settled', 'in', 'a', 'room', 'let', 'know', 'you', 'are', 'ok']"
ham,wot u up 2 u weirdo ,6,['wot u up 2 u weirdo'],"[['wot', 'u', 'up', '2', 'u', 'weirdo']]","['wot', 'u', 'up', '2', 'u', 'weirdo']","['wot', 'u', 'up', '2', 'u', 'weirdo']","['wot', 'u', 'up', '2', 'u', 'weirdo']"
